SYMBOL, NAME OF COMPANY, SERIES, FACE VALUE, PAID UP VALUE, MKT LOT, IP RATE, DATE OF LISTING, DATE OF ALLOTMENT, REDEMPTION DATE, REDEMPTION AMT, CONVERSION DATE, CONVERSION AMT, INTEREST PAYMENT DT
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2018,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2019,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2020,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2021,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2022,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2023,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2024,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2025,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2026,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2027,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NA,1000,1000,1,8.65,21-FEB-2014,18-FEB-2014,18-FEB-2029,,,,15-APR-2028,INE053F07686
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2016,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2017,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2018,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2019,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2020,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2021,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2022,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NB,1000,1000,1,8.19,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2023,INE053F07710
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2016,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2017,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2018,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2019,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2020,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2021,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2022,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2023,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2024,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2025,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2026,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2027,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,NC,1000,1000,1,8.63,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2028,INE053F07728
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2016,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2017,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2018,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2019,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2020,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2021,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2022,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,ND,1000,1000,1,8.44,28-MAR-2014,26-MAR-2014,26-MAR-2024,,,,15-APR-2023,INE053F07736
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2016,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2017,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2018,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2019,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2020,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2021,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2022,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2023,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2024,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2025,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2026,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2027,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NE,1000,1000,1,8.88,28-MAR-2014,26-MAR-2014,26-MAR-2029,,,,15-APR-2028,INE053F07744
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2016,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2017,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2018,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2019,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2020,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2021,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2022,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2023,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2024,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NF,1000,1000,1,7.07,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2025,INE053F07793
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2016,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2017,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2018,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2019,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2020,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2021,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2022,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2023,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2024,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2025,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2026,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2027,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2028,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2029,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NG,1000,1000,1,7.28,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2030,INE053F07801
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2016,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2017,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2018,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2019,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2020,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2021,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2022,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2023,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2024,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2025,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2026,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2027,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2028,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2029,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2030,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2031,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2032,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2033,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2034,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NH,1000,1000,1,7.25,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2035,INE053F07819
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2016,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2017,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2018,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2019,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2020,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2021,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2022,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2023,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2024,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NI,1000,1000,1,7.32,28-DEC-2015,21-DEC-2015,21-DEC-2025,,,,15-OCT-2025,INE053F07827
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2016,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2017,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2018,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2019,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2020,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2021,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2022,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2023,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2024,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2025,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2026,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2027,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2028,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2029,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NJ,1000,1000,1,7.53,28-DEC-2015,21-DEC-2015,21-DEC-2030,,,,15-OCT-2030,INE053F07835
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2016,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2017,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2018,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2019,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2020,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2021,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2022,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2023,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2024,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2025,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2026,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2027,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2028,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2029,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2030,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2031,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2032,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2033,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2034,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NK,1000,1000,1,7.5,28-DEC-2015,21-DEC-2015,21-DEC-2035,,,,15-OCT-2035,INE053F07843
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2016,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2017,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2018,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2019,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2020,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2021,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2022,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2023,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2024,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NL,1000,1000,1,7.04,28-MAR-2016,22-MAR-2016,22-MAR-2026,,,,15-OCT-2025,INE053F07876
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2016,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2017,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2018,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2019,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2020,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2021,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2022,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2023,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2024,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2025,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2026,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2027,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2028,INE053F07884
IRFC,Indian Railway Finance Corporation Limited,NM,1000,1000,1,7.35,28-MAR-2016,22-MAR-2016,22-MAR-2031,,,,15-OCT-2029,INE053F07884
